TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Oficina Geral;;Oficina Diversos;27086;27086 - CHAVE COMBINADA 18MM;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408691;;0;221;Almoxarifados - Estoque geral;16;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;27087;27087 - CHAVE COMBINADA 21MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408180;;0;221;Almoxarifados - Estoque geral;R$ 24,38;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;27088;27088 - CHAVE COMBINADA 22MM;Apenas Solicitação;1;1;0;21/05/2025;;;;;Aguardando OC;403841;;0;221;Almoxarifados - Estoque geral;R$ 135,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Oficina Geral;;Oficina Diversos;27088;27088 - CHAVE COMBINADA 22MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408182;;0;221;Almoxarifados - Estoque geral;R$ 29,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;27089;27089 - CHAVE COMBINADA 27MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408186;;0;221;Almoxarifados - Estoque geral;R$ 53,35;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1002;27102;27102 - BUZINA AR 24V  (MBB 2638);Tem OC;1;0;1;26/03/2025;04/04/2025;;;;9;397172;1139444;165797;683;Caminhões Prancha;R$ 166,03;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,142857143;0;0;março
Caminhões;;1020;27102;27102 - BUZINA AR 24V REF: GB1095 (MBB 2638);Tem OC;1;1;;14/07/2025;19/07/2025;1  DC;Atrasado;20/07/2025;5;411611;;171160;221;Almoxarifados - Estoque geral;144,48;5189;REPENORTE;Recife;PE;Pendente;;Entrega pendente;1;1;0,090909091;0;;julho
Caminhões;;1021;27102;27102 - BUZINA AR 24V REF: GB1095 (MBB 2638);Tem OC;1;1;;14/07/2025;19/07/2025;1  DC;Atrasado;20/07/2025;5;411634;;171160;221;Almoxarifados - Estoque geral;144,48;5189;REPENORTE;Recife;PE;Pendente;;Entrega pendente;1;1;0,090909091;0;;julho
Caminhões;;1023;27102;27102 - BUZINA AR 24V REF: GB1095 (MBB 2638);Tem OC;1;0;1;13/06/2025;23/06/2025;;;;10;407556;;169644;221;Almoxarifados - Estoque geral;R$ 144,48;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;junho
Caminhões;;1022;27102;27102 - BUZINA AR 24V REF: GB1095 (MBB 2638);Apenas Solicitação;1;1;;19/07/2025;;;;;Aguardando OC;412483;;0;221;Almoxarifados - Estoque geral;144,48;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Carregadeiras;;Estoque - Carregadeiras;27107;27107 - BUJAO REF: 83900200 ( VALTRA BM 100 );Tem OC;10;0;10;05/05/2025;12/05/2025;;;;7;401381;;167473;;;R$ 13,30;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;maio
Tratores;;2039;27116;27116 - PARAFUSO REF: 80338200  ( VALTRA BM 100 );Tem OC;8;0;8;19/03/2025;09/04/2025;;;;21;396640;1137894;166041;694;Tratores Plantio;R$ 2,50;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,090909091;0;0;março
Carregadeiras;;3014;27116;27116 - PARAFUSO REF: 80338200  ( VALTRA BM 100 );Tem OC;8;0;8;19/03/2025;09/04/2025;;;;21;396645;1137897;166041;112;Carregadeiras Colheita;R$ 2,50;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,090909091;0;0;março
Máquinas pesadas;;4008;27393;27393 - ARRUELA REF: 419 818-A1 ( CASE W20E );Tem OC;4;0;4;16/05/2025;26/05/2025;2  DC;Atrasado;28/05/2025;10;403202;;168128;221;Almoxarifados - Estoque geral;R$ 29,14;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;maio
Caminhões;;1009;27432;27432 - ENGRENAGEM 2ª E 3ª 17X23 DENT. REF: 302 263 0313 CX MARCHA G3-60 ( MBB 2318 );Tem OC;1;0;1;06/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;5;406249;;168985;221;Almoxarifados - Estoque geral;R$ 245,60;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;;junho
Caminhões;;1038;27441;27441 - SUPORTE DO FAROL DIANT. INFERIOR REF: A940 826 0113 ( MBB 3340 );Tem OC;1;0;1;28/05/2025;02/06/2025;1  DC;Atrasado;03/06/2025;5;404949;;168498;221;Almoxarifados - Estoque geral;R$ 13,06;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;1;0;;maio
Caminhões;;1036;27441;27441 - SUPORTE DO FAROL DIANT. INFERIOR REF: A940 826 0113 ( MBB 3340 );Tem OC;2;0;2;18/06/2025;27/06/2025;0  DC;Atrasado;27/06/2025;9;408323;;169731;221;Almoxarifados - Estoque geral;R$ 19,54;4604;CABINE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;junho
Caminhões;;1047;27511;27511 - RETENTOR DO VOLANTE REF: SABÓ 02872;Tem OC;1;0;1;07/07/2025;12/07/2025;4  DC;Atrasado;16/07/2025;5;410481;;170856;221;Almoxarifados - Estoque geral;62,47;3163;PACAEMBU            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;1;0;;julho
Tratores;;2036;27557;27557 - MOLA REF: 8384 0900 ( VALTRA BH 160 );Tem OC;2;0;2;28/02/2025;20/03/2025;;;;20;394686;1133066;165177;692;Tratores Preparo Solo;R$ 39,89;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Carregadeiras;;3029;27692;27692 - CLIMATIZADOR - CLIMATIZAR 12V UNIVERSAL (COD. 3482 BENJA);Tem OC;1;0;1;14/05/2025;20/05/2025;;;;6;402863;;167932;221;Almoxarifados - Estoque geral;R$ 899,90;11198;4E EQUIPAMENTOS;Goiânia;GO;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Carregadeiras;;3015;27692;27692 - CLIMATIZADOR - CLIMATIZAR 12V UNIVERSAL (COD. 3482 BENJA);Tem OC;1;0;1;16/05/2025;20/05/2025;15  DC;Atrasado;04/06/2025;4;403156;;167932;221;Almoxarifados - Estoque geral;R$ 1.021,39;11198;4E EQUIPAMENTOS;Goiânia;GO;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Carregadeiras;;3028;27692;27692 - CLIMATIZADOR - CLIMATIZAR 12V UNIVERSAL (COD. 3482 BENJA);Apenas Solicitação;1;1;;17/07/2025;;;;;Aguardando OC;412160;;0;221;Almoxarifados - Estoque geral;899,9;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2039;27709;27709 - POLIA REF: 8363 55025 ( BH 185 I );Tem OC;1;0;1;20/03/2025;09/04/2025;;;;20;396818;1138226;166039;694;Tratores Plantio;R$ 460,00;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;0;março
Oficina Geral;;Oficina diversos;27881;27881 - TOMADA DUPLA 10A;Apenas Solicitação;5;5;;21/06/2025;;;;;Aguardando OC;408739;;0;221;Almoxarifados - Estoque geral;R$ 12,34;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Carregadeiras;;3023;27978;27978 - ANEL DE VEDACAO REF: KH 4050 ( VALTRA BM 100 );Tem OC;10;0;10;09/05/2025;15/05/2025;;;;6;402238;;167749;221;Almoxarifados - Estoque geral;R$ 3,50;14487;FL TRATORES ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;maio
Carregadeiras;;3024;27978;27978 - ANEL DE VEDACAO REF: KH 4050 ( VALTRA BM 100 );Tem OC;10;0;10;20/06/2025;01/07/2025;1  DC;Atrasado;02/07/2025;11;408569;;170152;221;Almoxarifados - Estoque geral;R$ 0,35;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;junho
Reboques;;8001;28044;"28044 - FERROLHO CHATO 700X5"" P/CADEADO";Tem OC;1;0;1;11/04/2025;07/05/2025;;;;26;399127;1144004;167228;727;Áreas de Vivência;R$ 11,79;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,043478261;0;0;abril
Reboques;;8002;28044;"28044 - FERROLHO CHATO 700X5"" P/CADEADO";Tem OC;1;0;1;11/04/2025;07/05/2025;;;;26;399138;1144009;167228;727;Áreas de Vivência;R$ 11,79;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,043478261;0;0;abril
Reboques;;8003;28044;"28044 - FERROLHO CHATO 700X5"" P/CADEADO";Tem OC;1;0;1;11/04/2025;07/05/2025;;;;26;399147;1144010;167228;727;Áreas de Vivência;R$ 11,79;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,043478261;0;0;abril
Reboques;;8004;28044;"28044 - FERROLHO CHATO 700X5"" P/CADEADO";Tem OC;1;0;1;11/04/2025;07/05/2025;;;;26;399155;1144011;167228;727;Áreas de Vivência;R$ 11,79;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,043478261;0;0;abril
Reboques;;8006;28044;"28044 - FERROLHO CHATO 700X5"" P/CADEADO";Tem OC;1;0;1;11/04/2025;07/05/2025;;;;26;399161;1144012;167228;727;Áreas de Vivência;R$ 11,79;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,043478261;0;0;abril
Tratores;;2039;28163;28163 - ROLAMENTO REF: LA5955 ( VALTRA BH 160 );Apenas Solicitação;2;2;0;21/04/2025;;;;;Aguardando OC;399984;;0;221;Almoxarifados - Estoque geral;R$ 185,54;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Tratores;;2039;28164;28164 - ROLAMENTO REF: 8083-4900 ( VALTRA BH 160 );Apenas Solicitação;1;1;0;21/04/2025;;;;;Aguardando OC;399991;;0;221;Almoxarifados - Estoque geral;R$ 163,88;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Tratores;;2039;28165;28165 - RETENTOR REF: 8001-3000 ( VALTRA BH 160 );Tem OC;2;0;2;21/04/2025;07/05/2025;;;;16;399981;;167230;221;Almoxarifados - Estoque geral;R$ 184,08;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;abril
Tratores;;2039;28166;28166 - ANEL RETENTOR REF: 3133-7600 ( VALTRA BH 160 );Apenas Solicitação;1;1;0;21/04/2025;;;;;Aguardando OC;399989;;0;221;Almoxarifados - Estoque geral;R$ 163,41;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Tratores;;2039;28167;28167 - RETENTOR REF: KH0237 ( VALTRA BH 160 );Tem OC;1;0;1;21/04/2025;07/05/2025;;;;16;399990;;166980;221;Almoxarifados - Estoque geral;R$ 12,35;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;0;abril
Máquinas pesadas;;4001;28273;28273 - PASTILHA REF: 9C-8022 ( CATERPILLAR 930 R);Apenas Solicitação;4;4;0;15/03/2025;;;;;Aguardando OC;396299;1136817;0;722;Pás Carregadoras;R$ 100,37;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;março
Carregadeiras;;3023;28449;28449 - ROLAMENTO REF: LA 9049 ( VALTRA BM 100 );Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402259;;167749;221;Almoxarifados - Estoque geral;R$ 65,00;14487;FL TRATORES ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;maio
Carregadeiras;;3023;28450;28450 - ENGRENAGEM Z-44 REF: 8163 5800 ( VALTRA BM 100 );Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402261;;167746;;;R$ 612,01;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,090909091;0;0;maio
Tratores;;2027;28521;28521 - CAPA REF: R110459 ( JOHN DEERE  7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407435;;0;221;Almoxarifados - Estoque geral;78,83;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Carregadeiras;;Estoque - Carregadeiras ;28531;28531 - PAINEL COMPLETO TUROTEST P/ MOTORES MWM TD229/6 12V COD: 300535;Tem OC;2;2;;03/07/2025;12/07/2025;2  DC;Atrasado;14/07/2025;9;410114;;170800;221;Almoxarifados - Estoque geral;2420;15052;REPEL AUTOMOTIVA;São José do Rio Preto;SP;Pendente;;Entrega pendente;1;1;1;0;;julho
Veic. Leves;;29;29036;29036 - RODA TRAS. COMPLETA CUBO/JANTE/RAIO ( BROS 150 );Tem OC;1;0;1;28/03/2025;10/04/2025;;;;13;397405;1139973;166120;719;Automóveis e utilitários - Adm. Agricola;R$ 540,00;14446;AGROMOTO;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,090909091;0;0;março
Caminhões;;1023;29072;29072 - CANO D`AGUA REF: A 457 200 0458 ( MBB 2638 );Tem OC;1;0;1;13/06/2025;23/06/2025;;;;10;407568;;169645;221;Almoxarifados - Estoque geral;R$ 130,38;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2045;29288;29288 - FILTRO DE RECIRCULACAO DE AR REF: 8246-3100 ( VALTRA BH 185 I );Tem OC;2;0;2;06/06/2025;18/06/2025;1  DC;Atrasado;19/06/2025;12;406314;;169372;221;Almoxarifados - Estoque geral;R$ 29,31;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,038461538;0;;junho
Tratores;;2039;29288;29288 - FILTRO DE RECIRCULACAO DE AR REF: 8246-3100 ( VALTRA BH 185 I );Tem OC;2;0;2;06/06/2025;18/06/2025;1  DC;Atrasado;19/06/2025;12;406326;;169372;221;Almoxarifados - Estoque geral;R$ 29,31;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,038461538;0;;junho
Tratores;;2036;29288;29288 - FILTRO DE RECIRCULACAO DE AR REF: 8246-3100 ( VALTRA BH 185 I );Tem OC;1;0;1;16/06/2025;27/06/2025;1  DC;Atrasado;28/06/2025;11;407720;;169721;221;Almoxarifados - Estoque geral;R$ 129,20;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;;Aguardando retirada;;#DIV/0!;0;0;;junho
Carregadeiras;;3023;29347;29347 - ANEL TRAVA REF: KG3072 ( VALTRA BH 160 );Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402294;;167747;;;R$ 6,50;10083;AGROMAQUINA COMERCIO VAREJISTA DE PEÇAS ;Bayeux;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,2;0;0;maio
Carregadeiras;;3027;29347;29347 - ANEL TRAVA REF: KG3072 ( VALTRA BH 160 );Tem OC;2;0;2;09/05/2025;15/05/2025;;;;6;402311;;167747;;;R$ 6,50;10083;AGROMAQUINA COMERCIO VAREJISTA DE PEÇAS ;Bayeux;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,2;0;0;maio
Carregadeiras;;3024;29347;29347 - ANEL TRAVA REF: KG3072 ( VALTRA BH 160 );Tem OC;3;0;3;20/06/2025;01/07/2025;1  DC;Atrasado;02/07/2025;11;408588;;170152;221;Almoxarifados - Estoque geral;R$ 9,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;junho
Tratores;;2036;29348;29348 - ANEL DE VEDACAO REF: KH3625 ( VALTRA BH 160 );Tem OC;8;0;8;28/02/2025;20/03/2025;;;;20;394716;1133066;165177;692;Tratores Preparo Solo;R$ 0,67;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Tratores;;2027;29362;29362 - PARAFUSO REF: 21M7362  ( JOHN DEERE 6405 );Apenas Solicitação;8;8;0;09/05/2025;;;;;Aguardando OC;402109;;0;221;Almoxarifados - Estoque geral;R$ 13,36;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Máquinas pesadas;;4009;29439;29439 - PINO REF: 8759-8525 ( CASE CX 220 B );Tem OC;1;0;1;22/04/2025;02/05/2025;;;;10;400087;;166979;221;Almoxarifados - Estoque geral;R$ 686,67;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,047619048;0;;abril
Máquinas pesadas;;4009;29440;29440 - CALCO REF: 7532-5824 ( CASE CX 220 B );Tem OC;10;0;10;22/04/2025;02/05/2025;;;;10;400093;;166979;221;Almoxarifados - Estoque geral;R$ 11,40;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,047619048;0;;abril
Máquinas pesadas;;4009;29441;29441 - CALCO REF: 7532-5827 ( CASE CX 220 B );Tem OC;10;0;10;22/04/2025;02/05/2025;;;;10;400095;;166981;221;Almoxarifados - Estoque geral;R$ 9,00;1741;ITR SOIUTH AMERICA  ;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,125;0;;abril
Máquinas pesadas;;4009;29442;29442 - BUCHA REF: 8752-5505 ( CASE CX 220 B );Tem OC;2;0;2;22/04/2025;02/05/2025;;;;10;400079;;166980;221;Almoxarifados - Estoque geral;R$ 194,00;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Máquinas pesadas;;4009;29444;29444 - BUCHA REF: 8753-3342 ( CASE CX 220 B );Tem OC;2;0;2;22/04/2025;02/05/2025;;;;10;400078;;166980;221;Almoxarifados - Estoque geral;R$ 485,00;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Tratores;;2045;29650;29650 - MANCAL TRAS. DO ALTERNADOR VALTRA 120A - 85150500;Tem OC;1;0;1;31/05/2025;05/06/2025;1  DC;Atrasado;06/06/2025;5;405447;;168608;221;Almoxarifados - Estoque geral;R$ 164,00;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;1;0;;maio
Tratores;;2036;29686;29686 - ANEL DE SEGURANCA REF: KG9123 ( VALTRA BH 185 I );Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394721;1133066;165179;692;Tratores Preparo Solo;R$ 4,00;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;fevereiro
Tratores;;2036;29687;29687 - ANEL DE SEGURANCA REF: KG9114 ( VALTRA BH 185 I );Tem OC;2;0;2;28/02/2025;20/03/2025;;;;20;394723;1133066;165179;692;Tratores Preparo Solo;R$ 2,79;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;fevereiro
Oficina Geral;;Oficina Diversos;29786;29786 - JOGO DE CHAVE ESTRELA GEDORE COD: 003 604 REF: 2-12M;Apenas Solicitação;1;1;;16/06/2025;;;;;Aguardando OC;407710;;0;221;Almoxarifados - Estoque geral;R$ 224,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2025;29797;"29797 - ANEL ""O"" REF: R27166 ( JOHN DEERE 7505 )";Apenas Solicitação;2;2;;12/06/2025;;;;;Aguardando OC;407133;;0;221;Almoxarifados - Estoque geral;6,4;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;29797;"29797 - ANEL ""O"" REF: R27166 ( JOHN DEERE 7505 )";Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407343;;0;221;Almoxarifados - Estoque geral;R$ 6,40;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2025;29798;"29798 - ANEL ""O"" REF: R78436 ( JOHN DEERE 7505 )";Apenas Solicitação;2;2;;12/06/2025;;;;;Aguardando OC;407134;;0;221;Almoxarifados - Estoque geral;R$ 3,94;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;29798;"29798 - ANEL ""O"" REF: R78436 ( JOHN DEERE 7505 )";Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407344;;0;221;Almoxarifados - Estoque geral;R$ 3,94;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;29805;29805 - JUNTA REF: R21682 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407410;;0;221;Almoxarifados - Estoque geral;54,14;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Veic. Leves;;54;29868;29868 - PNEU 185/70 R 14 ( GOODYAER ASSURANCE );Tem OC;4;0;4;28/03/2025;03/04/2025;;;;6;397433;1140011;165760;719;Automóveis e utilitários - Adm. Agricola;R$ 460,00;6221;REGIA PNEUS;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Veic. Leves;;68;29868;29868 - PNEU 185/70 R 14 ( GOODYAER ASSURANCE );Tem OC;4;0;4;28/03/2025;03/04/2025;;;;6;397435;1140011;165760;717;Automóveis e Utilitários - Irrigação;R$ 460,00;6221;REGIA PNEUS;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Caminhões;;1023;30108;30108 - CALCO DA CABINE REF: R-3243 ( MBB 2638 );Tem OC;2;0;2;13/06/2025;23/06/2025;0  DC;Atrasado;23/06/2025;10;407582;;169646;221;Almoxarifados - Estoque geral;R$ 72,79;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,125;0;;junho
Tratores;;2030;30123;30123 - ANEL DE PRESSAO REF: L79076  ( JOHN DEERE 6405 );Tem OC;10;0;10;11/02/2025;17/02/2025;;;;6;392089;1127366;164322;696;Tratores Colheita;R$ 4,95;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2064;30123;30123 - ANEL DE PRESSAO REF: L79076  ( JOHN DEERE 6405 );Tem OC;4;4;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407219;;170490;221;Almoxarifados - Estoque geral;4,95;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Máquinas pesadas;;4009;30313;30313 - CALCO REF: 7532-5828 ( CASE CX 220 B );Tem OC;10;0;10;22/04/2025;02/05/2025;;;;10;400096;;166981;221;Almoxarifados - Estoque geral;R$ 6,47;1741;ITR SOIUTH AMERICA  ;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,125;0;;abril
Máquinas pesadas;;4009;30315;30315 - SUPORTE REF: 7220-4480 ( CASE CX 220 B );Tem OC;7;0;7;21/04/2025;02/05/2025;;;;11;399834;;166980;221;Almoxarifados - Estoque geral;R$ 3.661,00;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Máquinas pesadas;;4009;30318;30318 - BUCHA REF: 8754-3300 ( CASE CX 220 B );Tem OC;4;0;4;22/04/2025;02/05/2025;;;;10;400084;;166980;221;Almoxarifados - Estoque geral;R$ 388,00;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Máquinas pesadas;;4009;30320;30320 - ANEL REF: 7295-3884 ( CASE CX 220 B );Tem OC;2;0;2;22/04/2025;02/05/2025;;;;10;400083;;166980;221;Almoxarifados - Estoque geral;R$ 25,32;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,066666667;0;;abril
Caminhões;;1030;30423;30423 - CONE DE 3/4 CX CAMBIO G-240 16-S REF: 945 262 5434 ( MBB 3340 );Apenas Solicitação;2;2;;14/07/2025;;;;;Aguardando OC;411650;;0;221;Almoxarifados - Estoque geral;1096,64;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1030;30424;30424 - LUVA DE 3/4 CX CAMBIO G-240 16-S REF: 945 262 6523 ( MBB 3340 );Apenas Solicitação;2;2;;14/07/2025;;;;;Aguardando OC;411641;;0;221;Almoxarifados - Estoque geral;750,96;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1030;30430;30430 - ANEL SINCRONIZADOR CX CAMBIO G-240 16-S REF: 947 260 2845 ( MBB 3340 );Tem OC;2;2;;14/07/2025;19/07/2025;1  UT;Atrasado;20/07/2025;5;411646;;171187;221;Almoxarifados - Estoque geral;1199,88;2106;UNIDAS              ;João Pessoa;PB;Pendente;;Entrega pendente;1;1;0,2;0;;julho
Caminhões;;1030;30431;30431 - LUVA DE REDUÇÃO CX CAMBIO G-240 16-S REF: 945 262 6823 (MBB 3340);Apenas Solicitação;1;1;;14/07/2025;;;;;Aguardando OC;411642;;0;221;Almoxarifados - Estoque geral;715,2;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2036;30525;30525 - ARRUELA DE ENCOSTO CAMBOTA REF: 8361-19459 ( VALTRA BH 185I );Tem OC;2;0;2;20/03/2025;09/04/2025;;;;20;396703;1138031;166067;692;Tratores Preparo Solo;R$ 204,00;6039;IDEAL DISTRIBUIDORA DE PEÇAS;Campina Grande;PB;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;0;março
Carregadeiras;;3015;30526;30526 - BOMBA DE OLEO DO MOTOR REF: 8368-5300 (VALTRA BH 185I);Tem OC;1;0;1;18/03/2025;04/04/2025;;;;17;396475;1137532;165793;112;Carregadeiras Colheita;R$ 1.316,04;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;0;março
Tratores;;2036;30526;30526 - BOMBA DE OLEO DO MOTOR REF: 8368-5300 (VALTRA BH 185I);Tem OC;1;0;1;20/03/2025;04/04/2025;;;;15;396687;1138031;165793;692;Tratores Preparo Solo;R$ 1.316,04;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;0;março
